Order_Date,Ship_Mode,Segment,City,State,Country,Orders_Market,Orders_Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Person,People_Region,Order_ID,Market
2014-11-20T00:00:00.000Z,Second Class,Consumer,BILBAO,Basque Country,SPAIN,EU,South,Office Supplies,Labels,"Avery Removable Labels, 5000 Label Set",100.17,9,0.0,24.84,9.52,Medium,Chuck Magee,South,ES-2014-5891109,EU
2013-03-19T00:00:00.000Z,First Class,Consumer,LILLE,Nord-Pas-de-Calais,FRANCE,EU,Central,Office Supplies,Binders,"Ibico Binding Machine, Clear",356.16,7,0.0,163.8,9.48,Medium,Anna Andreadi,Central,ES-2013-2091965,EU
2013-05-24T00:00:00.000Z,Standard Class,Home Office,TEGUCIGALPA,Francisco Morazán,HONDURAS,LATAM,Central,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable",141.288,7,0.4,-73.052,9.47,Medium,Anna Andreadi,Central,US-2013-167129,LATAM
2014-10-04T00:00:00.000Z,Standard Class,Corporate,SAN PEDRO SULA,Cortés,HONDURAS,LATAM,Central,Technology,Copiers,"Canon Fax and Copier, Color",76.85496,1,0.402,-27.26504,9.45,High,Anna Andreadi,Central,US-2014-122672,LATAM
2014-11-03T00:00:00.000Z,Standard Class,Consumer,SHANGHAI,Shanghai,CHINA,APAC,North Asia,Office Supplies,Envelopes,"Cameo Mailers, Recycled",184.8,5,0.0,73.8,9.36,Medium,Shirley Daniels,North Asia,IN-2014-60476,APAC
2014-01-15T00:00:00.000Z,Standard Class,Consumer,JOHNSON CITY,Tennessee,UNITED STATES,US,South,Technology,Phones,iHome FM Clock Radio with Lightning Dock,111.984,2,0.2,6.99900000000001,9.36,Medium,Chuck Magee,South,CA-2014-127306,United States
2014-12-12T00:00:00.000Z,First Class,Consumer,SHUANGYASHAN,Heilongjiang,CHINA,APAC,North Asia,Furniture,Furnishings,"Rubbermaid Stacking Tray, Erganomic",47.52,2,0.0,23.28,9.27,High,Shirley Daniels,North Asia,IN-2014-23929,APAC
2014-08-08T00:00:00.000Z,Standard Class,Consumer,SAN DIEGO,California,UNITED STATES,US,West,Technology,Phones,GE DSL Phone Line Filter,159.96,5,0.2,17.9955,9.23,Medium,Matt Collister,West,US-2014-155999,United States
2014-10-04T00:00:00.000Z,Standard Class,Home Office,QITAIHE,Heilongjiang,CHINA,APAC,North Asia,Office Supplies,Art,"Binney & Smith Highlighters, Water Color",79.08,4,0.0,33.96,9.21,Low,Shirley Daniels,North Asia,IN-2014-43039,APAC
2014-12-27T00:00:00.000Z,Standard Class,Consumer,VICTORIA,Tamaulipas,MEXICO,LATAM,North,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable",67.28,2,0.0,6.04,9.2,High,Jack Lebron,North,MX-2014-125332,LATAM
2013-11-19T00:00:00.000Z,Standard Class,Consumer,TAKAMATSU,Kagawa,JAPAN,APAC,North Asia,Office Supplies,Art,"Stanley Canvas, Blue",148.41,3,0.0,34.11,9.19,Medium,Shirley Daniels,North Asia,IN-2013-55639,APAC
2013-12-12T00:00:00.000Z,Same Day,Consumer,ANAHEIM,California,UNITED STATES,US,West,Office Supplies,Binders,Recycled Easel Ring Binders,35.808,3,0.2,11.19,9.17,Critical,Matt Collister,West,CA-2013-165330,United States
2014-06-30T00:00:00.000Z,Standard Class,Corporate,PARIS,Ile-de-France,FRANCE,EU,Central,Office Supplies,Art,"Sanford Highlighters, Blue",110.25,7,0.0,11.97,9.15,Low,Anna Andreadi,Central,ES-2014-5296123,EU
2014-08-22T00:00:00.000Z,First Class,Consumer,OAKLAND,California,UNITED STATES,US,West,Office Supplies,Labels,"\"Avery Address/Shipping Labels for Typewriters, 4\"\" x 2\"\"\"",51.75,5,0.0,24.84,9.15,Medium,Matt Collister,West,US-2014-109253,United States
2014-09-01T00:00:00.000Z,Standard Class,Consumer,MUNICH,Bavaria,GERMANY,EU,Central,Office Supplies,Storage,"Eldon Trays, Blue",129.519,3,0.1,11.439,9.14,Medium,Anna Andreadi,Central,ES-2014-5835827,EU
2013-09-12T00:00:00.000Z,Standard Class,Consumer,ORIZABA,Veracruz,MEXICO,LATAM,North,Office Supplies,Appliances,"Hoover Blender, Black",190.62,3,0.0,62.88,9.14,Medium,Jack Lebron,North,MX-2013-159100,LATAM
2013-10-23T00:00:00.000Z,Standard Class,Consumer,DONGGUAN,Guangdong,CHINA,APAC,North Asia,Office Supplies,Paper,"Xerox Memo Slips, Premium",108.24,8,0.0,34.56,9.11,Medium,Shirley Daniels,North Asia,IN-2013-69128,APAC
2014-04-14T00:00:00.000Z,Standard Class,Corporate,LAS ROZAS DE MADRID,Madrid,SPAIN,EU,South,Office Supplies,Envelopes,"Cameo Business Envelopes, Security-Tint",118.65,7,0.0,42.63,9.1,Medium,Chuck Magee,South,ES-2014-5297792,EU
2014-09-27T00:00:00.000Z,Standard Class,Corporate,TEPIC,Nayarit,MEXICO,LATAM,North,Office Supplies,Storage,"Eldon Trays, Wire Frame",94.08,3,0.0,18.78,9.08,Medium,Jack Lebron,North,US-2014-142706,LATAM
2013-09-27T00:00:00.000Z,Standard Class,Consumer,ARARANGUÁ,Santa Catarina,BRAZIL,LATAM,South,Technology,Accessories,"Enermax Router, Erganomic",136.608,2,0.6,-191.272,9.07,Medium,Chuck Magee,South,US-2013-164077,LATAM
2014-08-08T00:00:00.000Z,Second Class,Consumer,HIMEJI,Hyogo,JAPAN,APAC,North Asia,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, with clear poly window",62.64,3,0.0,19.35,9.05,High,Shirley Daniels,North Asia,IN-2014-41093,APAC
2014-11-05T00:00:00.000Z,Standard Class,Corporate,LANCASTER,Ohio,UNITED STATES,US,East,Office Supplies,Storage,"\"Carina 42\"\"Hx23 3/4\"\"W Media Storage Unit\"",194.352,3,0.2,-43.7292,9.03,Medium,Kelly Williams,East,US-2014-122672,LATAM
2013-10-09T00:00:00.000Z,Standard Class,Consumer,SAKAI,Osaka,JAPAN,APAC,North Asia,Technology,Accessories,"Belkin Flash Drive, Erganomic",139.125,7,0.5,-89.145,9.02,Medium,Shirley Daniels,North Asia,IN-2013-20548,APAC
2014-11-11T00:00:00.000Z,Second Class,Corporate,SINGAPORE,Singapore,SINGAPORE,APAC,Southeast Asia,Office Supplies,Fasteners,"Stockwell Clamps, Assorted Sizes",81.45,5,0.0,21.9,8.99,Medium,Alejandro Ballentine,Southeast Asia,ID-2014-45580,APAC
2014-11-27T00:00:00.000Z,First Class,Consumer,UTRECHT,Utrecht,NETHERLANDS,EU,Central,Technology,Accessories,"Enermax Flash Drive, Programmable",107.55,5,0.5,-30.15,8.92,High,Anna Andreadi,Central,ES-2014-4535588,EU
2013-09-23T00:00:00.000Z,Standard Class,Consumer,BALLARAT,Victoria,AUSTRALIA,APAC,Oceania,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Security-Tint",225.99,5,0.1,-10.11,8.86,Medium,Anthony Jacobs,Oceania,ID-2013-64060,APAC
2013-12-12T00:00:00.000Z,Second Class,Consumer,AURORA,Colorado,UNITED STATES,US,West,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,5,0.2,29.95,8.86,High,Matt Collister,West,US-2013-135720,United States
2014-11-20T00:00:00.000Z,Second Class,Consumer,BILBAO,Basque Country,SPAIN,EU,South,Furniture,Furnishings,"Advantus Clock, Black",102.78,2,0.0,29.76,8.85,Medium,Chuck Magee,South,ES-2014-5891109,EU
2013-01-21T00:00:00.000Z,Second Class,Consumer,BEZERROS,Pernambuco,BRAZIL,LATAM,South,Furniture,Tables,"Barricks Computer Table, Fully Assembled",511.264,4,0.6,-178.976,8.83,Medium,Chuck Magee,South,US-2013-151841,LATAM
2014-11-15T00:00:00.000Z,Standard Class,Consumer,PASADENA,Texas,UNITED STATES,US,Central,Technology,Accessories,V7 USB Numeric Keypad,167.952,6,0.2,-27.2922,8.83,Medium,Anna Andreadi,Central,US-2014-136679,United States
2014-11-15T00:00:00.000Z,Standard Class,Consumer,PASADENA,Texas,UNITED STATES,US,Central,Technology,Accessories,V7 USB Numeric Keypad,167.952,6,0.2,-27.2922,8.83,Medium,Anna Andreadi,Central,US-2014-136679,LATAM
2014-04-01T00:00:00.000Z,Same Day,Consumer,BUENOS AIRES,Buenos Aires,ARGENTINA,LATAM,South,Furniture,Chairs,"Novimex Steel Folding Chair, Adjustable",67.776,2,0.4,-44.064,8.77,Critical,Chuck Magee,South,US-2014-146080,LATAM
2013-03-04T00:00:00.000Z,Second Class,Consumer,BLOOMINGTON,Indiana,UNITED STATES,US,Central,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,134.85,3,0.0,37.758,8.68,High,Anna Andreadi,Central,CA-2013-167759,United States
2014-09-20T00:00:00.000Z,Second Class,Consumer,VIENNA,Vienna,AUSTRIA,EU,Central,Office Supplies,Supplies,"Fiskars Trimmer, Easy Grip",131.76,3,0.0,48.69,8.67,Medium,Anna Andreadi,Central,ES-2014-4385660,EU
2013-09-30T00:00:00.000Z,Standard Class,Home Office,HYDERABAD,Sindh,PAKISTAN,APAC,Central Asia,Furniture,Chairs,"Novimex Steel Folding Chair, Set of Two",135.168,2,0.2,-27.072,8.65,Medium,Nora Preis,Central Asia,ID-2013-51446,APAC
2013-12-12T00:00:00.000Z,Second Class,Corporate,PUYANG,Henan,CHINA,APAC,North Asia,Office Supplies,Appliances,"Hamilton Beach Toaster, White",111.3,2,0.0,50.04,8.65,Medium,Shirley Daniels,North Asia,IN-2013-14409,APAC
2014-11-20T00:00:00.000Z,Second Class,Consumer,BILBAO,Basque Country,SPAIN,EU,South,Office Supplies,Binders,"Avery 3-Hole Punch, Recycled",84.69,3,0.0,0.0,8.6,Medium,Chuck Magee,South,ES-2014-5891109,EU
2014-08-14T00:00:00.000Z,Same Day,Consumer,SAN FRANCISCO,California,UNITED STATES,US,West,Office Supplies,Art,Newell 345,59.52,3,0.0,15.4752,8.59,High,Matt Collister,West,US-2014-103828,United States
2013-09-06T00:00:00.000Z,First Class,Consumer,REDONDO BEACH,California,UNITED STATES,US,West,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2,0.0,46.1184,8.56,Critical,Matt Collister,West,CA-2013-151372,United States
2013-11-19T00:00:00.000Z,Standard Class,Home Office,BERLIN,Berlin,GERMANY,EU,Central,Office Supplies,Storage,"Fellowes Folders, Blue",126.72,6,0.2,47.52,8.53,Medium,Anna Andreadi,Central,ES-2013-2745392,EU
2014-06-10T00:00:00.000Z,First Class,Corporate,THANE,Maharashtra,INDIA,APAC,Central Asia,Office Supplies,Supplies,"Kleencut Letter Opener, Steel",95.04,4,0.0,47.52,8.53,Medium,Nora Preis,Central Asia,IN-2014-77339,APAC
2014-02-13T00:00:00.000Z,First Class,Corporate,KAWAGOE,Saitama,JAPAN,APAC,North Asia,Office Supplies,Fasteners,"Stockwell Paper Clips, Assorted Sizes",55.56,4,0.0,22.68,8.52,Medium,Shirley Daniels,North Asia,IN-2014-17027,APAC
2013-02-07T00:00:00.000Z,Same Day,Corporate,LOS MOCHIS,Sinaloa,MEXICO,LATAM,North,Furniture,Chairs,"Novimex Chairmat, Black",115.008,4,0.2,-20.192,8.46,High,Jack Lebron,North,MX-2013-153920,LATAM
2013-10-10T00:00:00.000Z,Second Class,Consumer,CAMPECHE,Campeche,MEXICO,LATAM,North,Furniture,Chairs,"Office Star Steel Folding Chair, Adjustable",100.48,2,0.2,0.0,8.46,High,Jack Lebron,North,MX-2013-103492,LATAM
2013-08-21T00:00:00.000Z,Standard Class,Home Office,MARSEILLE,Provence-Alpes-Côte d'Azur,FRANCE,EU,Central,Office Supplies,Envelopes,"Kraft Mailers, Set of 50",112.95,3,0.0,30.42,8.43,Medium,Anna Andreadi,Central,ES-2013-3927096,EU
2013-12-19T00:00:00.000Z,Standard Class,Corporate,LOS ANGELES,California,UNITED STATES,US,West,Furniture,Furnishings,"\"Seth Thomas 12\"\" Clock w/ Goldtone Case\"",183.84,8,0.0,62.5056,8.42,High,Matt Collister,West,CA-2013-145919,United States
2014-02-28T00:00:00.000Z,Standard Class,Consumer,HEILBRONN,Baden-Württemberg,GERMANY,EU,Central,Office Supplies,Storage,"Rogers Box, Industrial",110.025,5,0.1,-12.225,8.35,Medium,Anna Andreadi,Central,ES-2014-2557751,EU
2013-04-23T00:00:00.000Z,Standard Class,Home Office,PHOENIX,Arizona,UNITED STATES,US,West,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.272,2,0.2,5.8704,8.35,Low,Matt Collister,West,CA-2013-109869,United States
2014-08-12T00:00:00.000Z,Second Class,Consumer,SAN SALVADOR,San Salvador,EL SALVADOR,LATAM,Central,Office Supplies,Binders,"Wilson Jones Binding Machine, Recycled",131.52,4,0.0,9.2,8.33,Medium,Anna Andreadi,Central,MX-2014-102995,LATAM
2014-05-30T00:00:00.000Z,Second Class,Consumer,CÓRDOBA,Veracruz,MEXICO,LATAM,North,Office Supplies,Supplies,"Fiskars Trimmer, Serrated",52.0,2,0.0,16.12,8.33,Medium,Jack Lebron,North,MX-2014-139367,LATAM
2013-08-29T00:00:00.000Z,Standard Class,Corporate,BOA ESPERANÇA,Minas Gerais,BRAZIL,LATAM,South,Technology,Accessories,"Logitech Memory Card, Erganomic",134.92,2,0.0,49.92,8.3,Medium,Chuck Magee,South,MX-2013-145107,LATAM
2014-09-21T00:00:00.000Z,Standard Class,Consumer,NEW YORK CITY,New York,UNITED STATES,US,East,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3,0.0,28.3095,8.25,Medium,Kelly Williams,East,CA-2014-100111,United States
2014-10-04T00:00:00.000Z,Standard Class,Home Office,QITAIHE,Heilongjiang,CHINA,APAC,North Asia,Furniture,Furnishings,"Advantus Stacking Tray, Durable",52.74,2,0.0,19.5,8.24,Low,Shirley Daniels,North Asia,IN-2014-43039,APAC
2013-12-12T00:00:00.000Z,Same Day,Consumer,ANAHEIM,California,UNITED STATES,US,West,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11\"",,30,1.0,0.0,13.941,8.18,Matt Collister,West,CA-2013-165330,United States
2014-11-13T00:00:00.000Z,Standard Class,Corporate,POZA RICA DE HIDALGO,Veracruz,MEXICO,LATAM,North,Technology,Copiers,"Brother Personal Copier, Color",288.08268,3,0.002,103.28268,8.15,Medium,Jack Lebron,North,MX-2014-167493,LATAM
2013-01-21T00:00:00.000Z,Second Class,Consumer,BEZERROS,Pernambuco,BRAZIL,LATAM,South,Technology,Phones,"Apple Audio Dock, VoIP",133.584,3,0.6,-187.056,8.14,Medium,Chuck Magee,South,US-2013-151841,LATAM
2013-10-30T00:00:00.000Z,Same Day,Home Office,LA ROMANA,La Romana,DOMINICAN REPUBLIC,LATAM,Caribbean,Office Supplies,Envelopes,"GlobeWeis Manila Envelope, Recycled",69.84,5,0.2,-14.86,8.13,High,Giulietta Dortch,Caribbean,US-2013-152667,LATAM
2014-02-26T00:00:00.000Z,Standard Class,Consumer,SAKAI,Gunma,JAPAN,APAC,North Asia,Office Supplies,Supplies,"Elite Ruler, Easy Grip",53.97,7,0.5,-28.14,8.13,High,Shirley Daniels,North Asia,IN-2014-31356,APAC
2014-11-28T00:00:00.000Z,First Class,Corporate,MILWAUKEE,Wisconsin,UNITED STATES,US,Central,Furniture,Furnishings,"\"Howard Miller 13\"\" Diameter Goldtone Round Wall Clock\"",46.94,1,0.0,19.2454,8.12,High,Anna Andreadi,Central,CA-2014-102519,United States
2014-12-08T00:00:00.000Z,Second Class,Corporate,NUEVO LAREDO,Tamaulipas,MEXICO,LATAM,North,Furniture,Chairs,"Hon Steel Folding Chair, Set of Two",89.248,2,0.2,6.688,8.08,Medium,Jack Lebron,North,MX-2014-127733,LATAM
2013-05-24T00:00:00.000Z,Standard Class,Corporate,DATONG,Shanxi,CHINA,APAC,North Asia,Office Supplies,Paper,"Green Bar Message Books, Recycled",165.9,7,0.0,38.01,8.06,Medium,Shirley Daniels,North Asia,IN-2013-56689,APAC
2014-01-21T00:00:00.000Z,Second Class,Consumer,ROANNE,Rhône-Alpes,FRANCE,EU,Central,Technology,Accessories,"Logitech Flash Drive, Programmable",192.06,6,0.0,90.18,8.02,Medium,Anna Andreadi,Central,ES-2014-4079805,EU
2013-12-14T00:00:00.000Z,Second Class,Home Office,LEEDS,England,UNITED KINGDOM,EU,North,Office Supplies,Binders,"Cardinal Hole Reinforcements, Recycled",34.2,6,0.0,14.22,7.99,Critical,Jack Lebron,North,ES-2013-2048769,EU
2013-03-25T00:00:00.000Z,Standard Class,Home Office,PALEMBANG,Sumatera Selatan,INDONESIA,APAC,Southeast Asia,Office Supplies,Fasteners,"Stockwell Push Pins, Metal",61.4376,8,0.47,-4.80240000000001,7.99,Low,Alejandro Ballentine,Southeast Asia,ID-2013-74357,APAC
2013-10-29T00:00:00.000Z,First Class,Corporate,SAN FRANCISCO,California,UNITED STATES,US,West,Office Supplies,Binders,"\"Square Ring Data Binders, Rigid 75 Pt. Covers, 11\"\" x 14-7/8\"\"\"",49.536,3,0.2,17.3376,7.99,High,Matt Collister,West,CA-2013-134775,United States
2013-08-12T00:00:00.000Z,Standard Class,Consumer,GENOA,Liguria,ITALY,EU,South,Office Supplies,Art,"Sanford Markers, Blue",116.25,5,0.0,22.05,7.97,Medium,Chuck Magee,South,ES-2013-3323529,EU
2014-02-18T00:00:00.000Z,First Class,Home Office,TROY,Ohio,UNITED STATES,US,East,Furniture,Furnishings,Flat Face Poster Frame,30.144,2,0.2,8.2896,7.95,High,Kelly Williams,East,CA-2014-109085,United States
2014-05-19T00:00:00.000Z,Second Class,Consumer,CÚCUTA,Norte de Santander,COLOMBIA,LATAM,South,Furniture,Bookcases,"Ikea Floating Shelf Set, Traditional",227.12,2,0.0,63.56,7.94,High,Chuck Magee,South,MX-2014-117240,LATAM
2014-04-02T00:00:00.000Z,Standard Class,Corporate,CRUZEIRO DO SUL,Acre,BRAZIL,LATAM,South,Office Supplies,Art,"Boston Markers, Water Color",59.1,3,0.0,20.64,7.93,High,Chuck Magee,South,MX-2014-111899,LATAM
2013-05-20T00:00:00.000Z,Standard Class,Corporate,LOS ANGELES,California,UNITED STATES,US,West,Office Supplies,Appliances,Staples,87.84,8,0.0,23.7168,7.92,High,Matt Collister,West,CA-2013-138282,United States
2013-09-27T00:00:00.000Z,Standard Class,Corporate,VERSAILLES,Ile-de-France,FRANCE,EU,Central,Office Supplies,Storage,"Fellowes Trays, Blue",154.953,3,0.1,-5.247,7.9,Medium,Anna Andreadi,Central,ES-2013-5246151,EU
2014-11-07T00:00:00.000Z,Standard Class,Consumer,CUERNAVACA,Morelos,MEXICO,LATAM,North,Office Supplies,Binders,"Avery Binder Covers, Durable",75.42,9,0.0,27.9,7.88,High,Jack Lebron,North,MX-2014-100895,LATAM
2013-11-11T00:00:00.000Z,Standard Class,Consumer,HANOI,Thủ Dô Hà Nội,VIETNAM,APAC,Southeast Asia,Office Supplies,Storage,"Smead Trays, Single Width",201.3165,5,0.17,2.41650000000001,7.88,Medium,Alejandro Ballentine,Southeast Asia,IN-2013-19645,APAC
2014-02-14T00:00:00.000Z,First Class,Consumer,SHANGHAI,Shanghai,CHINA,APAC,North Asia,Technology,Accessories,"SanDisk Flash Drive, Programmable",123.12,3,0.0,20.88,7.86,Medium,Shirley Daniels,North Asia,IN-2014-54995,APAC
2013-12-24T00:00:00.000Z,Standard Class,Consumer,MUNICH,Bavaria,GERMANY,EU,Central,Technology,Accessories,"Belkin Mouse, USB",40.92,1,0.0,6.12,7.83,Low,Anna Andreadi,Central,IT-2013-3395178,EU
2013-09-12T00:00:00.000Z,Standard Class,Consumer,ORIZABA,Veracruz,MEXICO,LATAM,North,Office Supplies,Binders,"Wilson Jones Binding Machine, Recycled",131.52,4,0.0,9.2,7.81,Medium,Jack Lebron,North,MX-2013-159100,LATAM
2014-08-14T00:00:00.000Z,Same Day,Consumer,SAN FRANCISCO,California,UNITED STATES,US,West,Office Supplies,Appliances,Staples,83.79,7,0.0,22.6233,7.79,High,Matt Collister,West,US-2014-103828,United States
2013-12-12T00:00:00.000Z,Standard Class,Corporate,MADRID,Madrid,SPAIN,EU,South,Office Supplies,Storage,"Eldon Shelving, Single Width",87.21,2,0.1,-9.69,7.78,Medium,Chuck Magee,South,IT-2013-3060899,EU
2014-12-25T00:00:00.000Z,Standard Class,Corporate,OLDENBURG,Lower Saxony,GERMANY,EU,Central,Office Supplies,Art,"BIC Canvas, Water Color",113.76,2,0.0,1.08,7.78,Medium,Anna Andreadi,Central,ES-2014-2524646,EU
2014-09-21T00:00:00.000Z,Standard Class,Consumer,NEW YORK CITY,New York,UNITED STATES,US,East,Furniture,Chairs,"Global Leather Task Chair, Black",80.991,1,0.1,8.09909999999999,7.78,Medium,Kelly Williams,East,CA-2014-100111,United States
2013-01-10T00:00:00.000Z,Standard Class,Corporate,SEATTLE,Washington,UNITED STATES,US,West,Furniture,Furnishings,24-Hour Round Wall Clock,79.92,4,0.0,34.3656,7.76,Low,Matt Collister,West,CA-2013-116547,United States
2013-02-13T00:00:00.000Z,Second Class,Home Office,LEÓN,Guanajuato,MEXICO,LATAM,North,Office Supplies,Supplies,"Stiletto Shears, Steel",63.32,2,0.0,14.56,7.73,Medium,Jack Lebron,North,MX-2013-152912,LATAM
2014-11-19T00:00:00.000Z,First Class,Consumer,LILLE,Nord-Pas-de-Calais,FRANCE,EU,Central,Office Supplies,Paper,"Enermax Note Cards, Premium",29.91,1,0.0,6.27,7.73,High,Anna Andreadi,Central,ES-2014-4295205,EU
2013-12-18T00:00:00.000Z,Second Class,Corporate,HO CHI MINH CITY,Ho Chí Minh City,VIETNAM,APAC,Southeast Asia,Office Supplies,Supplies,"Kleencut Ruler, High Speed",90.0384,8,0.17,12.9984,7.66,High,Alejandro Ballentine,Southeast Asia,ID-2013-79117,APAC
2014-08-28T00:00:00.000Z,Second Class,Consumer,LUDWIGSBURG,Baden-Württemberg,GERMANY,EU,Central,Office Supplies,Fasteners,"Accos Staples, 12 Pack",51.9,5,0.0,10.8,7.65,Medium,Anna Andreadi,Central,ES-2014-2228032,EU
2013-07-22T00:00:00.000Z,Standard Class,Corporate,NEWCASTLE,New South Wales,AUSTRALIA,APAC,Oceania,Technology,Accessories,"Logitech Mouse, Bluetooth",79.056,3,0.1,3.456,7.63,Low,Anthony Jacobs,Oceania,ID-2013-78795,APAC
2013-09-23T00:00:00.000Z,Standard Class,Consumer,BALLARAT,Victoria,AUSTRALIA,APAC,Oceania,Technology,Accessories,"Logitech Numeric Keypad, Bluetooth",125.064,3,0.1,34.704,7.61,Medium,Anthony Jacobs,Oceania,ID-2013-64060,APAC
2014-09-24T00:00:00.000Z,Standard Class,Consumer,LOS ANGELES,California,UNITED STATES,US,West,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,72.96,3,0.2,23.712,7.6,Medium,Matt Collister,West,CA-2014-121853,United States
2014-12-15T00:00:00.000Z,Standard Class,Home Office,SAN DIEGO,California,UNITED STATES,US,West,Office Supplies,Envelopes,"\"#10- 4 1/8\"\" x 9 1/2\"\" Recycled Envelopes\"",43.7,5,0.0,20.539,7.57,High,Matt Collister,West,CA-2014-169859,United States
2014-05-13T00:00:00.000Z,Second Class,Home Office,TABOÃO DA SERRA,São Paulo,BRAZIL,LATAM,South,Office Supplies,Envelopes,"Kraft Business Envelopes, Security-Tint",32.88,3,0.0,1.62,7.55,High,Chuck Magee,South,MX-2014-114545,LATAM
2014-02-18T00:00:00.000Z,First Class,Home Office,TROY,Ohio,UNITED STATES,US,East,Technology,Phones,Vtech CS6719,57.594,1,0.4,-11.5188,7.54,High,Kelly Williams,East,CA-2014-109085,United States
2014-08-28T00:00:00.000Z,Second Class,Corporate,INGLEWOOD,California,UNITED STATES,US,West,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,321.92,4,0.0,96.576,7.51,Medium,Matt Collister,West,CA-2014-161956,United States
2013-11-01T00:00:00.000Z,First Class,Consumer,SAHUAYO DE JOSÉ MARÍA MORELOS,Michoacán,MEXICO,LATAM,North,Office Supplies,Paper,"Green Bar Parchment Paper, 8.5 x 11",55.52,4,0.0,27.76,7.49,High,Jack Lebron,North,MX-2013-116946,LATAM
2014-08-29T00:00:00.000Z,Same Day,Consumer,MEJICANOS,San Salvador,EL SALVADOR,LATAM,Central,Office Supplies,Labels,"Avery Color Coded Labels, 5000 Label Set",45.6,5,0.0,16.8,7.48,High,Anna Andreadi,Central,MX-2014-104122,LATAM
2014-07-24T00:00:00.000Z,Second Class,Consumer,SHANGHAI,Shanghai,CHINA,APAC,North Asia,Office Supplies,Paper,"SanDisk Note Cards, Multicolor",67.92,2,0.0,14.94,7.46,High,Shirley Daniels,North Asia,IN-2014-62275,APAC
2013-06-03T00:00:00.000Z,Standard Class,Corporate,SEATTLE,Washington,UNITED STATES,US,West,Office Supplies,Binders,"\"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8\"\" X 11\"\"\"",51.648,12,0.2,18.7224,7.44,High,Matt Collister,West,US-2013-119046,United States
2013-08-27T00:00:00.000Z,First Class,Consumer,SAN JOSE,California,UNITED STATES,US,West,Office Supplies,Paper,Xerox 1979,154.9,5,0.0,69.705,7.43,High,Matt Collister,West,CA-2013-105585,United States
2013-06-27T00:00:00.000Z,Same Day,Consumer,MADRID,Madrid,SPAIN,EU,South,Office Supplies,Art,"Boston Pens, Easy-Erase",57.96,4,0.0,19.08,7.41,High,Chuck Magee,South,ES-2013-3061639,EU
2014-06-27T00:00:00.000Z,Standard Class,Corporate,ZACATECAS,Zacatecas,MEXICO,LATAM,North,Office Supplies,Paper,"Xerox Message Books, 8.5 x 11",65.36,4,0.0,11.76,7.4,High,Jack Lebron,North,MX-2014-168536,LATAM
2014-11-17T00:00:00.000Z,First Class,Consumer,SEATTLE,Washington,UNITED STATES,US,West,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,1,0.0,7.9896,7.38,High,Matt Collister,West,US-2014-107888,United States
2014-06-16T00:00:00.000Z,Standard Class,Corporate,NASHVILLE,Tennessee,UNITED STATES,US,South,Furniture,Tables,"\"Barricks 18\"\" x 48\"\" Non-Folding Utility Table with Bottom Storage Shelf\"",120.96,2,0.4,-28.224,7.38,Medium,Chuck Magee,South,CA-2014-119284,United States
2013-05-06T00:00:00.000Z,Standard Class,Consumer,GUADALAJARA,Jalisco,MEXICO,LATAM,North,Office Supplies,Storage,"Rogers Folders, Blue",143.22,7,0.0,27.16,7.36,Medium,Jack Lebron,North,MX-2013-129588,LATAM
2013-06-07T00:00:00.000Z,Standard Class,Home Office,MÉRIDA,Yucatán,MEXICO,LATAM,North,Office Supplies,Paper,"SanDisk Message Books, 8.5 x 11",55.92,3,0.0,24.0,7.33,Medium,Jack Lebron,North,MX-2013-141159,LATAM
2014-09-16T00:00:00.000Z,Standard Class,Home Office,CARRARA,Tuscany,ITALY,EU,South,Office Supplies,Storage,"Eldon Trays, Wire Frame",169.344,6,0.4,-2.91599999999997,7.3,Medium,Chuck Magee,South,ES-2014-2901069,EU
2013-05-07T00:00:00.000Z,Same Day,Home Office,HAGEN,North Rhine-Westphalia,GERMANY,EU,Central,Office Supplies,Art,"Stanley Markers, Easy-Erase",22.47,1,0.0,0.0,7.24,Critical,Anna Andreadi,Central,ES-2013-1713812,EU
